0;경제와 관련되어 있는 요소입니다.
 - [Data]를 참조해 법률에 관한 토론을 진행하며, 자신과 다른 주장을 하는 주민에게 논리적인 근거를 제시합니다.
276;    이처럼 정치에 참여하는 방법 모두, 구조물이 설치된 장소라면 어느 곳에서나 참여할 수 있습니다. 현재 운영되는 정부는 오른쪽 아래 메뉴에서 정부 아이콘을 누르면 나오는 창의 목록에 마우스를 올려, 어디에 위치한 주권 구조물에서 규정된 건지 확인할 수 있습니다.
277;당신이 가지는 시민의 의무를 이용해 다양한 방법으로 정부와 상호작용할 수 있습니다.
278;사회를 기술의 절정기로 이끌기 위해서는, [Economy|Economy Overview]의 번영 또한 필요하며, 이를 위해 주민들이 적극적으로 참여한다면 자신의 수준과 부를 키워내는 것뿐만 아니라 사회 또한 발전에 도움 될 것입니다.
물품과 서비스를 [Trade] 함으로 경제에 직접 참여할 수 있습니다.  [Stores|Store Component], [Contracts], [Work Parties] 등 주민들과 합의를 통해 행하는 행동으로 자신의 특성과 관련된 물품과 노동력을 다른 주민의 특성 관련 물품 등으로 거래할 수 있으며, 이는 혼자서 작업하는 것보다 더욱더 빠르게 자신만의 목표를 달성할 수 있을 것입니다.
만약 새로운 작업을 시작하려 했지만, 당신이 만들어 낼 수 없는 물품이나 노동력이 필요한 경우에, 내가 생산해낼 수 있는 물품과 서비스를 판매하거나 상점을 생성해 원하는 만큼의 적당한 [Currency]로 설정해 판매합니다. 이렇게 만들어낸 화폐를 사용하여 다른 이의 물품이나 서비스를 구매하는 것과 같은 과정들을 거친다면, 모든 것을 직접 배우거나 만들어내지 않고 새로운 작업과 같은 목표들을 달성할 수 있을 것입니다.

다른 이들이 당신을 필요로 할 만큼의 역량을 키운다면, 자신의 상점을 설치하거나, 다른 이의 흥미를 끌 만한 계약 또는 동업 계약을 생성하는 등의 영향력을 가질 수 있을 것입니다.  이는 곧 당신이 부를 축적함에 따라, 상황을 변화시킬 만큼의 강한(좋거나 나쁜 쪽으로의) 힘을 가지게 되는 것입니다.
279;지식과 기술을 발전시키는 데에 가장 효율적인 방법은 경제의 요소인 거래를 이용하는 것입니다.
280;제한된 시간 내에 운석을 막기 위해 사회를 구성해 힘을 모으는 동안에도, 주민들은 개인의 욕구 또한 충족해야 하며, 먼저 음식과 주거 문제를 해결해야 합니다.
281;집터 고르기
282;집터를 고를 때는, 다음과 같은 요인들을 고려하며 결정해야만 합니다.
283;근처에서 획득할 수 있는 식용자원과 건축의 재료가 될 자원들이 풍부하다면 게임 초반을 더욱 효율적으로 진행 가능합니다.

다른 이들과 거리
다른이의 거주지와 가까운 거리에 집을 건설한다면, 거래의 편의성으로 인해 더욱 빠르게 발전할 수 있습니다.  그렇지만, 인구 과밀지역은 반대로 확장의 어려움과 식용자원의 경쟁을 불러올 것 입니다. 그러한 이유로 이 모든 요인들이 적당히 조화를 이루는 지역을 찾아야만 합니다.
284;토지 소유하기
285; 알맞은 집터를 골랐다면, 이젠 그 근처에 [Property] 소유권을 주장해야 합니다.  처음 시작 시 받은 야영지를 설치하면 해당 지역은 자동으로 소유될 것이고, 그 이후 부지 소유 문서를 이용해 영토를 더 크게 늘릴 수 있습니다.  소유권을 주장한 토지는, 직접 권한을 부여하지 않은 다른 주민들로부터 자동으로 보호될 것입니다.
286;음식
287;칼로리를 소모하는 노동(일)을 하기 위해선 식량 공급원을 찾는 것이 아주 중요합니다.  또한, 음식의 [Nutrition]는 경험치 획득 배율에 영향을 미치기 때문에, 경험치를 더 빠르게 얻기 위해선 완벽한 음식의 조합 또한 중요합니다.  야생에서 처음 시작하게 된다면, 주변에서 식용자원을 찾거나 [Farm|Farming]을 이용할 계획을 세워야 합니다.  만약 마을이 이미 형성된 곳 근처에서 시작한다면,  음식을 얻기 위해 무엇을 [Trade] 할 수 있는지 확인해야 합니다.
288;식용자원과 살 공간 마련이 최우선 사항입니다.
289;[Ecosystem|Ecosystem Overview]는 주민들에게 방대한 양의 자원을 제공하지만, 주민이 생태계에 주는 영향에 매우 취약합니다.  사회를 성공적으로 완성하려면 영향에 대해 영민한 관리가 필요하며, [Government|Government Overview]를 통해 여러 제한 사항을 법으로 제정할 수 있습니다.
다양한 형태를 한 [Pollution]은 환경에 지대한 영향을 끼치며, 식용자원을 파괴하고 발전을 방해하는 등의 대재앙을 일으켜, 생태계를 붕괴시킬 수도 있습니다.  [Data]를 이용하여, 주민 자신들이 세계에 끼치는 영향을 관찰할 수 있고, 그 데이터를 이용해 생태계를 보호할 특정한 규제 등에 대해 논의하거나, 다른 방법을 강구해 경제를 빨리 성장시킬 방도를 찾을 수도 있습니다.

Eco의 세계는 인간의 손이 전혀 닿지 않은 야생의 상태로 시작하며, 주민들은 그런 세계에서 지식과 산업의 기술을 이용해 [The Meteor]을 막을 수 있을 정도의 문명을 최대한 빠르게 발전시켜야만 합니다.  이 때, 주민들은 생태계의 자원을 이용하는 것과 환경을 회복시킬 수 없을 만큼 파괴하는 것을 피할 방법 사이에서 나아가야 할 길을 신중히 탐색해야 할 것입니다.
290;생태계에는 다양한 자원들이 존재하지만, 인간의 행동에 커다란 영향을 받습니다.
291;  Eco의 세계는 두 가지의 요소를 통해 게임을 설명할 수 있습니다. 바로, 생태계의 붕괴, 그리고 우릴 향해 다가오는 [Meteor|The Meteor]이죠.

이를 넘어서기 위해선, 문명을 발전시켜야 하며, 특히 생태계를 무너뜨리지 않는 선에서, 과학과 산업을 발전 시켜 운석을 막을 수준이 되어야만 합니다.  이와 같은 과정을 당신은 거대한 사회의 일원으로서 힘을 보태야 하고, 개인적 욕구와 사회적 욕구, 이 상호 조건을 둘 다 만족하는 선에서 성공을 향해 나아가야 합니다.

Eco의 세계에서 플레이어가 중점적으로 관리해야 할 것은 세 가지로, 자신의 발전을 위해 일해야 하고, 전반적인 [Economy|Economy Overview]의 발전에 기여하며, 그리고 인간이 하는 행동에 영향을 심하게 받는 다양한 종류의 식물과 동물의 [Ecosystem|Ecosystem Overview] 환경을 보존하는 것입니다.  

개인, 경제, 생태계 이 셋의 균형을 맞춰 바람직한 관계를 형성하는 데 집중하기 위해선, [Government|Government Overview]가 가지는 기능을 잘 이용해야 합니다. 그 기능이란, 행동에 구속력을 가지고 있는 [Laws]들을 제정하고, [Election|Elections]를 시행해 얻을 수 있는 정치적인 힘을 이용하는 것으로, 이를 통해 사회를 나은 방향으로 바꾸며 이끌어 나아가야 합니다.

 하지만 그 전에 우선, 세계를 구하기 전에 개인의 기본적인 욕구를 먼저 충족해야 한다는 것입니다.  이를 위해선, [Food and Shelter]가 필요합니다.
292;Eco에서 떠나는 당신만의 여정.
293;세계는 생성과 동시에 기한이 정해집니다. 이 기한은 운석이 지구 영향권까지 들어와 충돌까지의 기한으로, 이는 실제 시간으로 30일이며, 그 이후 모든 것은 파괴될 것입니다.
그렇다고 해도, 아직 희망이 전부 사라진 것은 아니며, 이 재앙은 기술의 발전으로 막을 수 있으며, 모두 힘을 합쳐 정해진 기간 내에 [Economy|economy overview]의 번영을 이루고 [Research]를 통해 기술을 발전시킨다면, 인류는 위협에 대항할 수단인 [Laser|LaserItem]을 개발할 수 있을 것입니다.

이는 마냥 쉽지만은 않은 일이 될 것이고, 기술의 발전은 일정 수준이 넘어간다면, 의도와는 달리 [Ecosystem|Ecosystem Overview]에 위협이 되어버릴 것입니다.  의도치 않게 우리가 일으키는 재앙을 극복하기 위해선, 주민들이 자신의 손으로 직접 [Government|Government Overview]를 세워, 법률을 제정해 규제사항을 만들고, 제대로 시행해야만 합니다.

세계의 운명은, 주민들이 협업을 통해 기술의 발전을 이룩하면서도 생태계와 조화를 이루는 것에 달려있으며, 이렇게 세심하게 계획된 협력만이 세계를 성공으로 이끌 것입니다.
294;하늘에서 다가오는 위협.
295;주민들이 도구를 이용한다면, 대단한 건물을 세울 수도 있고 산마저 움직일 수 있을 것입니다.  시작과 동시에 주어지는 도구는 터무니없이 보잘것없는 기능을 가지고 있지만, 기술이 발전하게 된다면, 더욱더 높은 성능의 도구를 만들 수 있으며, 추가로 [Vehicle|Vehicle Component]까지 이용한다면 이 세계에서 당신은 거대한 변혁을 불러일으킬 것입니다.
296;현재 사용 가능한 도구의 종류는 다음과 같습니다.  - [Building] 도구.  망치는 건축 자재를 여러 '형태'로 변환하며 설치할 수 있으며, 삽은 흙을 퍼서 옮길 수 있습니다.
 - [Farming] 도구.  밭을 갈고, 식물을 심고, 씨를 뿌리는 등의 일을 할 때 효율이 증가합니다.
 - [Transport] 도구.  관련 운송수단과 도구는 도로를 건설하거나 물품을 옮기는 데에 유용하게 사용됩니다.
 - [Harvesting] 도구.  관련 도구들을 이용해 생태계에서 자원을 채취할 수 있습니다.
 - [Hunting] 도구.  식량을 구하기 위해 동물을 사냥하는 데에 특화된 도구입니다.

기본적으로 직접 사용하는 도구들은 [Nutrition]에 영향을 주는 칼로리를 소모합니다.
모든 도구는 내구도를 가지고 있으며, 사용 시 도구의 내구도가 소모됩니다.  도구의 내구도를 모두 소모해버린다면, 사용 시 상당한 양의 칼로리가 소모되니, [Repair|Repair Component] 작업대에서 도구를 수리해야 합니다.
297;뛰어난 성능의 도구를 사용하는 것이 발전에 큰 도움이 될 것입니다.
298;기본적인 재료를 어느 정도 모았다면, 이 세계에서 정착하기 위해 해야 할 가장 첫 번째 일은 살 곳을 내 손으로 직접 건축하는 것입니다.
299;망치 또는 크레인을 사용해, 집을 짓거나 산업시설을 건설할 수 있습니다.
300;나의 증서 요소를 통해 주민들은 자신이 가지고 있는 모든 [Property]를 확인하고 관리할 수 있으며, 관련 인터페이스의 기능을 사용해 간편하게 이용할 수 있습니다.
301;주민들이 자신이 소유하고 있는 토지를 확인하거나 관리할 수 있습니다.
302;텍스트 요소는 표지판, [Vehicles|Vehicle Component], [Distribution Station|Item Distribution Component]에서 확인할 수 있습니다.

텍스트는 위치를 알려주거나, 광고를 하거나, 친절한 인사말 등을 적는 데 유용합니다

마크업 언어에 익숙한 플레이어라면, 다양한 태그를 이용해 글씨의 크기, 색깔, 텍스트 형식 등을 바꿀 수 있습니다.
303;다른 주민들도 확인할 수 있는 텍스트를 쓸 수 있습니다.
304;Eco가 생태계 시뮬레이션으로 이루고자 하는 기본적인 목표는 거대한 먹이사슬을 이 안에 담아내는 것입니다. 이 먹이사슬을 간단히 설명하자면, 먹이사슬은 특정한 동물 집단과 그 집단이 좋아하는 음식으로 이루어진 '포식자'와 '피식자'의 관계로 정의할 수 있습니다. 일반적으로, 이러한 형태는 지형마다 대표하는 먹이사슬이 하나씩 존재합니다. 그리고 그 먹이사슬은 생태계 안에서 가장 중요한, 생물 종들의 관계와 그 관계의 범위가 기초 됩니다. 이처럼 수많은 생물 종들이 생존을 위해서, 다른 생물 종(식물)에 의존하거나 다른 생물 종들을 사냥합니다.

동물들의 종류는 웹 페이지에서 생물의 목록을 통해 확인할 수 있습니다. 현재 Eco의 피식자와 포식자 관계는 한 가지만 존재하면, 피식자가 서식하는 지역에서 포식자도 서식하지만, 포식자가 피식자를 사냥하지는 않습니다. 이 말은 곧, 엘크 개체군의 숫자가 폭발적으로 늘어나게 된다면 늑대 개체군의 숫자 또한 늘어나지만, 엘크에게 특별한 영향을 미치지는 않는다는 겁니다. 지금 이러한 상태에서, 통제할 수 없는 상황이 발생하지 않으며 먹이사슬의 기능을 하는 것이 바로 우리 Eco가 앞으로 나아가야 할 방향일 것입니다.
305;생태계의 동물과 식물은 인간이 살아남을 수 있는 수단이 되어줍니다.
306;Eco의 개발 발자취 따라가기.
307;    저희가 Eco를 통해 의도하고자 하는 바는, 무한한 가능성을 통해, 깊이 있고 다양한 경험을 선사해, 미래의 다른 게임들에게 영감을 줄 그런 게임으로, 단순한 오락의 개념을 넘어서려 합니다.  바로 이 나무가 Eco의 과거, 현재, 그리고 미래를 나타냅니다.

 저희의 웹사이트를 통해, 나무의 여러 부분을 마우스를 이용해 상호작용하여 이들이 어디로 향하고 있는지, 어떠한 철학을 가지고 있는지 확인하실 수 있습니다.
308;Eco 나무 확인하기 -
309;Eco의 개발 발자취 따라가기.
310;상점 설정하기
311;도구 수리하기
312;Eco 세계의 건축물
313;건축물은 다양한 목적에 따라 여러 개의 [Rooms]으로 나누어집니다.

다음과 같은 용도로 사용됩니다.

- 집을 만들어 가구를 설치해 하우징 수치에 비례하는 [Experience] 배율 효과 획득하기

- [Crafting] 작업대가 작동할 수 있는 공간 만들기

- 정부를 설립하기 위해 필요한 다양한 종류의 [Civic Objects|Civic Object Component]들을 설치하기
314;건물 건축하기
315;건축 자재를 손에 들고 있을 때, 망치를 이용하면 해당 블록을 다양한 모양의 건축 블록으로 변형할 수 있습니다.
게임 초반부에서는 성능이 별로 좋지 않은 [StoneHammerItem]를 손에 들고 자신만의 첫 번째 집을 짓지만, 이후 기술이 발전함에 따라 성능이 향상된 건축 도구를 이용한다면 소모하는 칼로리의 양도 감소할 것입니다.

거대한 크기의 건축 작업에 [CraneItem]을 이용한다면 더 빠르게 건축할 수 있지만, 그 대가로 [Pollution]이 발생할 것입니다.
316;운송수단의 종류
317;국민주권의 종류
318;[Constitution]이 통과된다면, 제정된 정부가 위치한 곳에서 자동으로 새로운 정부 정책들이 국민주권 항목에 추가될 것입니다. 정부 관련 구조물마다 자신이 맡고있는 역할이 있으며, 국민주권(정책)은 다음과 같은 종류로 이루어져 있습니다.

- [CourtItem]을 통해 설정 가능한 [Laws]
- [CensusBureauItem]을 통해 설정 가능한 [Demographics]
- [ZoningOfficeItem]를 통해 설정 가능한 [Districts]
- [GovernmentOfficeItem]를 통해 설정 가능한 [Elected Titles]
- [CapitolItem] 또는 [AmendmentsItem]를 통해 설정 가능한 [Civic Articles]
- [BoardOfElectionsItem]을 통해 설정 가능한 [Election Processes]
319;국민주권 제안하기
320;'초안 작성하기' 버튼을 눌러 주민들에게 새로운 정책을 제안할 수 있습니다. 주민들은 새로운 정책의 초안을 작성하고자 할 때, 새로 생성한 정책 문서에 마우스를 올리면 나오는 아이콘 '복사' 기능을 이용할 수도 있습니다. 이 기능을 선택하면 나오는 창에서 이미 존재하는 정책 문서를 선택해 복사해 붙여넣습니다(기존에 작성 중이던 초안은 삭제됨).

정책이 이미 존재하는 국민주권 요소가 포함되어있는 정부 구조물과 상호작용하여, 해당 구조물에서 시행 중인 정책들을 개정하거나 폐지할 수 있습니다. 정책을 폐지하기 위해선, 국민주권 문서에 마우스를 올리면 생기는 붉은색 'X' 버튼을 눌러 폐지할 수 있습니다.  이미 존재하는 정책을 개정하기 위해선, '편집' 버튼을 클릭해 개정할 수 있습니다.

국민 주권을 포함하고 있는 구조물의 정책을 시행 상태로 유지하기 위해선 해당 구조물이 설치되어있는 상태여야만 합니다. 정부 구조물이 부서진다면, 그 구조물에 포함되어있던 모든 정책은 다시 설치되기 전까지 시행 중지 상태가 될 것입니다.
321;- 즉시 수정 가능: 행정 업무의 권한을 부여받은 주민들은 정책을 즉시 추가, 삭제, 또는 수정할 수 있습니다.

- 선거 제안 가능: 선거를 제안할 수 있는 주민들은 정책의 제정/폐지/개정에 대한 선거를 제안할 수 있으며, 제안 시 선거가 시행됩니다(헌법으로 규정한 모든 [Election Process|Election Processes] 사용 가능).

-  권한 없음: 헌법에서 규정한 권한이 없는 주민의 경우, 정책을 눌러 확인만 가능하며 해당 정책을 수정 또는 제안할 수 없습니다.
322;해당 요소는 [RealEstateDeskItem]에서 이용할 수 있습니다. [PropertyToolItem]를 직접 사용해서 확인할 수 있는 모든 증서(토지, 운송수단 등)를 이 요소를 이용해 모두 모아두어 한눈에 확인할 수 있습니다.

주민들은 이곳에서 자신의 증서의 이름을 쉽게 변경할 수 있고, 미니맵에서 볼 수 있는 토지 범위의 색깔을 정할 수 있으며, [Authorization Component]를 이용하여 다른 이들에게 해당 증서의 권한을 판매 할 수 있습니다.

이 요소의 가장 유용한 기능은 바로 증서의 토지(운송수단)를 다른 증서로 옮길 수 있다는 것입니다. 이 기능을 이용하여 새로운 증서에 자신이 소유하고 있는 토지(운송수단)를 나누어 다른 증서에 배분할 수 있습니다.
323;텍스트 요소를 포함한 구조물 등을 통해 다른 주민이 읽을 수 있도록 글씨를 쓸 수 있습니다.
324;파이프 구성요건
325;파이프 요소가 포함된 설정 창을 통해, 파이프들의 입출력 상태를 살펴보는 것으로 파이프의 구성요건을 확인할 수 있습니다. 해당 요소가 포함된 구조물들은 이 파이프의 구성요건을 충족해야지만 구조물이 작동할 것입니다.

파이프를 사용하는 구조물을 작동시키기 위해선 한두 가지의 파이프를 연결해야 하며, 몇몇 구조물은 세 가지의 파이프 모두 사용해야만 할 수도 있습니다. 각각의 파이프는 세 가지의 용도 중 하나로만 사용할 수 있습니다.

파이프의 아이콘 위에 마우스를 올려두면, 해당 파이프의 작동 [Status|Status Component]에 대해 툴팁을 통해 더 자세히 확인할 수 있습니다.
326;목수
327;[Carpenters|Carpenter]는 벌목에 특화되어 있는 전문직으로, 나무를 이용해 집을 위한 가구와 건축자재를 제작할 수 있습니다.
 - [LoggingSkill]을 통해 더욱 효율적으로 벌목할 수 있습니다. 그리고 이 벌목 기술을 통해, 해당 전문직에서 가장 처음 제작할 수 있는 건축자재인 [Hewn Logs|HewnLogItem]를 제작할 수 있습니다.
 - [CarpentrySkill]을 통해 목재 가구와 [Boards|Board Item]를 제작할 수 있습니다. 또, [SawmillItem]를 이용해 해당 전문직만의 특산물인 [LumberItem]도 제작할 수 있습니다.
 - [CompositesSkill]의 발전된 기술을 통해 질 좋은 건축자재인 [CompositeLumberItem]를 제작할 수 있습니다.
 - [PaperMillingSkill]을 통해 목재 펄프를 사용해 [PaperItem]로 가공할 수 있습니다. 종이는 특수한 가구의 제작에 사용됩니다.
328;요리사
329;[Chefs|Chef]는 요리에 특화되어 있는 전문직으로 주민들의 경험치 배율 효과를 가속시킬 영양가 높은 음식을 생산합니다.
 - [CampfireCookingSkill]은 요리사 전문직의 기본 단계로 [CampfireItem]를 이용해 기본적인 음식을 준비할 수 있습니다.
 - [CookingSkill]은 요리사 전문직의 두 번째 단계로 [CastIronStoveItem]을 이용해 더 나은 질의 음식을 만들어낼 수 있습니다.
 - [BakingSkill]은 [FlourItem]를 중점적으로 사용해 음식을 구워내는 요리법을 사용합니다.
 - [AdvancedCookingSkill] 요리사 전문직 중 가장 높은 단계로 영양상으로 모자람이 없는 요리를 만들어 냅니다.
 - [AdvancedBakingSkill]은 고급 요리 기술과 비슷한 수준으로, 이 요리법 또한 [LeavenedDoughItem]을 이용하여 높은 수준의 요리를 만들어 냅니다.
330;기계공학 기술자
331;[Engineers|Engineer]는 운송수단 제작과 다른 전문직의 고급 물품의 제작 재료를 생산하는 데에 특화되어 있는 전문직입니다.
 - [BasicEngineeringSkill]은 운송에 도움이 되는 도로와 수레를 제작할 수 있습니다. 그 외에도, 해당 특성을 통해 광석을 정제하고 제련하는 작업대를 제작할 수 있습니다.
 - [MechanicsSkill]을 통해 [SteamTruckItem]과 같이 기본적인 엔진이 달린 운송수단을 제작할 수 있습니다. 기계 정비 기술은 기술 발전에 도움을 주는 전력을 생산하는 첫 번째 수단을 만들 수 있습니다.
 - [IndustrySkill]을 통해 [ExcavatorItem]을 만들 수 있는데, 이 운송수단을 이용하여 대량의 야생 자원을 빠른 시간에 채취할 수 있습니다.
 - [OilDrillingSkill]을 통해 [PumpJackItem]으로 다양한 곳에서 산업용 재료, 또는 연료로 쓰이는 [PetroleumItem]을 채취할 수 있습니다.
 - [ElectronicsSkill]은 가치가 매우 높은 자원을 사용해, 고급 수준의 제작 작업에 필요한 재료를 생산합니다. 그 외에도, 친환경 발전 또한 할 수 있고, 이 특성을 통해 세계를 향해 다가오는 운석을 파괴할 수 있는 구조물인 [LaserItem]를 제작할 수도 있습니다.
332;농부
333;[Farmers|Farmer]는 농업에 특화되어 있는 전문직입니다. 농부가 생산하는 작물은 음식의 재료가 되며, 음식을 통해 주민들은 노동(일)에 필요한 칼로리를 채울 수 있습니다.
 - [GatheringSkill]을 획득하면 야생 식물 또는 재배된 작물을 수확할 때, 획득하는 양이 더 늘어납니다.
 - [FarmingSkill]을 통해 수확한 물품으로 씨앗을 만들 수 있어, 커다란 농장을 건설하는 데 도움 됩니다.
 - [FertilizersSkill]을 통해 비료를 제작할 수 있으며, [SoilSamplerItem]를 이용해 토양의 상태를 확인할 수 있습니다.
 - [MillingSkill]은 [MillItem]을 이용해 수확물을 가공할 수 있으며, 그 결과물은 요리사의 고급 요리 제조에 사용됩니다.
334;사냥꾼
335;[Hunters|Hunter]은 동물 사냥과 요리사가 사용할 육류를 가공하는 것에 특화되어 있는 전문직입니다. 사냥꾼의 두 가지 특성은 각각 동물 사냥과 육류 가공에 관련된 특성으로, 이 둘은 밀접하게 연관되어 있습니다.
 - [HuntingSkill]은 동물을 사냥할 때 추가로 피해를 입힐 수 있으며, 동물들이 달아나지 않도록 조용히 다가가는 법을 배울 수 있습니다.
 - [ButcherySkill]을 통해 동물의 사체를 도축해, 요리의 재료로 사용되는 육류로 가공할 수 있습니다. 도축 시 얻게 되는 털과 가죽은 옷가지를 만들거나 다른 제작 작업에 사용됩니다.
336;석공
337;[Masons|Mason]은 채광과 석재를 다루는 데에 특화되어 있는 전문직입니다. 집을 위한 자재와 가구의 중요한 부분을 담당합니다. 석공이 채취한 광석은 대장장이가 제련하여 금속 주괴로 만드는 데에 사용됩니다.
  -[MiningSkill]은 주민이 돌과 광석을 캘 때 칼로리 소모를 낮춰줍니다. 또한, 석공은 채취한 광석으로 제련 작업을 하기 전 필요한 작업인 정광 작업을 할 수 있습니다.
  -[MasonrySkill]을 이용해, 대부분의 석자재의 기본 재료인 [MortarItem]를 생산할 수 있게 됩니다. 석공이 생산하는 [MortaredStoneItem]는 게임 초반 집을 짓는 데에 뛰어난 재료가 됩니다.
  -[PotterySkill]을 통해 [ClayItem]를 재료로 사용해 가구와 자재의 재료인 [BrickItem]을 제작할 수 있습니다.
  -[GlassworkingSkill]을 통해 [GlassItem]를 제작할 수 있고, 이를 이용해 [FramedGlassItem]을 제작할 수 있습니다. 유리는 건축 자재를 보조하는 물품으로, 산업용 재료로도 쓰입니다.
  -[AdvancedMasonrySkill]은 석공 기술의 최상위 단계로, 건축 자재와 가구를 만드는 재료 중 가장 질이 뛰어난 각진 석재를 생산할 수 있습니다.
338;대장장이
339;[Smiths|Smith]는 광석을 제련하고 다른 주민들을 위해 금속 주괴를 이용해 도구를 만드는 데에 특화되어 있는 전문직입니다.
  - [SmeltingSkill]을 통해 광석을 제련해, 기술 발전의 기본이 되는 금속주괴를 만들 수 있습니다. 대장장이가 만드는 철 도구는 게임 초반 사용하는 돌 도구보다 더 좋은 성능을 가지고 있습니다.
  - [AdvancedSmeltingSkill]을 통해 철 주괴를 한 번 더 가공해, 더 높은 등급의 건축자재와 산업 활동에 사용되는 [Steel|SteelBarItem]을 제작할 수 있습니다. 해당 특성을 가진 주민들은 강철을 사용해 더 강력한 도구를 제작할 수 있습니다.
340;재단사
341;[Tailor]는 높은 수준의 가구를 제작하고 착용 시 이로운 효과가 생기는 옷가지를 제작하는데 특화되어 있는 전문직입니다. 다른 전문직과는 달리, 재단사 전문직은 하나의 특성만을 가지고 있습니다.
 - [TailoringSkill]을 통해 제작한 [ClothItem]을 이용해 질 좋은 가구를 제작하거나 재단사의 다양한 제작 물품에 재료로 사용됩니다. 또한 재단사가 제작한 옷가지들은 특별한 효과를 지니고 있습니다. 예를 들어, [BigBackpackItem]의 경우 처음 시작할 때 받는 [BasicBackpackItem]보다 더 큰 용량을 가지고 있습니다.
342;생존 전문가
343;[Survivalists|Survivalist]는 무게의 제한이 늘어나며 기본적인 도구를 사용할 때 소모되는 칼로리의 양이 줄어듭니다. Eco의 세계에 있는 모든 주민은 기본적으로 생존 전문가 전문직을 가지고 있습니다. 
   -  [SelfImprovementSkill]의 경험치는 다른 특성 레벨을 올리는 동안 획득할 수 있습니다. '자기 개선'은 두 가지의 주요 효과가 있습니다. 주민은 자신이 가지고 있는 특성을 발전시키면서, 무게 한도가 늘어나며 먹을 수 있는 양(최대 칼로리) 또한 늘어납니다. 추가로, 망치와 삽을 사용할 때 소모되는 칼로리의 양 또한 줄어듭니다.
344;거래 목록, 동업 계약, 계약과 같이, 현재 경제의 상태에 대한 정보를 전반적으로 확인할 수 있습니다.
345;경제 상태 창은 현재 경제의 상태와 경제에 참여하기 위해 필요한 정보들을 확인할 수 있는 매우 간편한 도구입니다. 경제 상태 창을 통해, 다른 플레이어들이 [StoreItem]의 위치나 현재 어떤 물품을 사고, 파는지 등을 확인할 수 있습니다.
346;경제 상태 창에서 다음과 같은 정보들을 확인할 수 있습니다.

 - 현재 모든 [Trade]의 상황
 - 현재 존재하는 [Work Parties]와 진행 상태
 - 게시판에 등록되어있는 모든 [Contracts] 목록
 - [Public Crafting Stations|Crafting Component]의 위치
 - 현재 존재하는 [Currencies|Currency]의 종류

추가로, 경제 상태 창을 통해 다른 주민에게 화폐를 송금할 수 있으며 다른 주민의 [Bank Accounts]나, 정리되지 않은 빚과 같은 정보들을 간편하게 확인할 수 있습니다.
347;경제 상태 창 확인하는 법
348;경제 상태 창은 화면 오른쪽 아래에 위치한 돈주머니 모양 아이콘을 눌러 확인할 수 있습니다.
349;Eco의 세계에선 사회가 발전하기 위해 꼭 필요한 요소는 바로 모든 주민이 영양가 있는 음식을 먹어, 기술을 더 빠르게 성장시켜 문명을 이룩하는 것입니다.  농부에게서 출발해, 요리사한테 도착하기까지의 식량 조달의 수단을 잘 갖추어, 주민들이 목표로 하는 경험치 획득 배율에 맞춰야만 합니다.
350;The property where you have taken residency provides your housing points.
351;
Each deed can have any number of residents, and those residents will share in an [Experience] boost based on the quality and number of occupants.

As the number of occupants increases, the occupancy penalty increases.  At small numbers of occupants (1 or 2), there is virtually no penalty, and citizens can effectively cohabitate this way and share in the benefit of a well-stocked house.  As the occupants increases beyond that (5 and above), the penalty becomes more steep, eventually topping out at 99% when the house is too overcrowded.

However, the 'diminishing returns' rate of rooms is favorably affected by occupancy (because three bathrooms is overkill when you live alone, but great when you have roommates).  This means that you can overcome the penalty by building a larger house, and duplicate rooms will be inversely affected the occupancy bonus.
  
To become a resident of a property, click the name of the property (visible on the popup status panel when youre in the property). From there you can become a resident (if you own the deed) as well as invite others to become residents.  These other invited citizens may then join as a resident through the same interface. You can even invite groups by specifying titles or demographics, allowing you to create housing for special classes of citizens (new players for example). You can also set the max number of occupants, to ensure that residency managed this way (by inviting large groups) doesn't result in overcrowded housing.

Note: An additional feature will be added latter permitting automatic rent collection agreements between citizens. For now this can be done with manual transfers.
352;Permissions for Residents
When a citizen becomes a resident of a property, they will gain a special set of permissions, even if they don't otherwise have access to the property, known as Resident Rights. These rights are as follows:

  - Pre-furnished rooms supportedL Residents can access all world objects on the property as consumers.
  - You can move in your own stuff: Residents may place objects anywhere on the property (but not blocks).
  - No stealing the furniture that came with the place allowed: Residents may pick up world objects only if they originally placed them.
